device_id,timestamp,value_1,value_2
1,786132352.0,26.399999618530273,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,27.0,75.0
1,786132352.0,26.799999237060547,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,27.0,75.0
1,786132352.0,26.899999618530273,75.0
1,786132352.0,26.200000762939453,75.0
1,786132352.0,26.200000762939453,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.899999618530273,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,26.899999618530273,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,26.5,75.0
1,786132352.0,26.5,75.0
1,786132352.0,26.399999618530273,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.5,75.0
1,786132352.0,26.5,75.0
1,786132352.0,26.899999618530273,75.0
1,786132352.0,26.5,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.100000381469727,75.0
1,786132352.0,27.0,75.0
1,786132352.0,26.799999237060547,75.0
1,786132352.0,26.200000762939453,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.399999618530273,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.200000762939453,75.0
1,786132352.0,26.200000762939453,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,27.299999237060547,75.0
1,786132352.0,26.799999237060547,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.5,75.0
1,786132352.0,26.899999618530273,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.399999618530273,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.100000381469727,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,26.5,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,26.399999618530273,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.799999237060547,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.0,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,27.0,75.0
1,786132352.0,26.799999237060547,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.5,75.0
1,786132352.0,26.899999618530273,75.0
1,786132352.0,26.200000762939453,75.0
1,786132352.0,26.200000762939453,75.0
1,786132352.0,27.0,75.0
1,786132352.0,26.899999618530273,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.5,75.0
1,786132352.0,26.799999237060547,75.0
1,786132352.0,27.0,75.0
1,786132352.0,26.799999237060547,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.5,75.0
1,786132352.0,26.5,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.200000762939453,75.0
1,786132352.0,26.399999618530273,75.0
1,786132352.0,26.899999618530273,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.399999618530273,75.0
1,786132352.0,27.0,75.0
1,786132352.0,26.200000762939453,75.0
1,786132352.0,26.5,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,26.899999618530273,75.0
1,786132352.0,26.399999618530273,75.0
1,786132352.0,27.399999618530273,75.0
1,786132352.0,26.799999237060547,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.5,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.100000381469727,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,26.799999237060547,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.899999618530273,75.0
1,786132352.0,26.799999237060547,75.0
1,786132352.0,26.899999618530273,75.0
1,786132352.0,26.5,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,26.100000381469727,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,26.200000762939453,75.0
1,786132352.0,26.5,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.200000762939453,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.899999618530273,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.5,75.0
1,786132352.0,26.5,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.899999618530273,75.0
1,786132352.0,26.5,75.0
1,786132352.0,26.200000762939453,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,27.100000381469727,75.0
1,786132352.0,26.399999618530273,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.399999618530273,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,26.5,75.0
1,786132352.0,26.399999618530273,75.0
1,786132352.0,26.5,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.799999237060547,75.0
1,786132352.0,26.0,75.0
1,786132352.0,25.600000381469727,75.0
1,786132352.0,26.100000381469727,75.0
1,786132352.0,26.100000381469727,75.0
1,786132352.0,27.700000762939453,75.0
1,786132352.0,26.899999618530273,75.0
1,786132352.0,26.899999618530273,75.0
1,786132352.0,25.600000381469727,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.899999618530273,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.200000762939453,75.0
1,786132352.0,25.899999618530273,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.0,75.0
1,786132352.0,26.399999618530273,75.0
1,786132352.0,26.399999618530273,75.0
1,786132352.0,26.200000762939453,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,25.200000762939453,75.0
1,786132352.0,25.899999618530273,75.0
1,786132352.0,26.5,75.0
1,786132352.0,26.100000381469727,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.100000381469727,75.0
1,786132352.0,26.200000762939453,75.0
1,786132352.0,25.899999618530273,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.5,75.0
1,786132352.0,26.399999618530273,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.399999618530273,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.100000381469727,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.0,75.0
1,786132352.0,26.100000381469727,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.200000762939453,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,25.899999618530273,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.100000381469727,75.0
1,786132352.0,25.600000381469727,75.0
1,786132352.0,25.899999618530273,75.0
1,786132352.0,25.799999237060547,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.399999618530273,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,25.600000381469727,75.0
1,786132352.0,26.399999618530273,75.0
1,786132352.0,26.5,75.0
1,786132352.0,26.0,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.0,75.0
1,786132352.0,25.899999618530273,75.0
1,786132352.0,25.799999237060547,75.0
1,786132352.0,26.100000381469727,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.200000762939453,75.0
1,786132352.0,26.0,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,25.799999237060547,75.0
1,786132352.0,26.399999618530273,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.100000381469727,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.399999618530273,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.899999618530273,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.200000762939453,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,25.600000381469727,75.0
1,786132352.0,26.399999618530273,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.399999618530273,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.399999618530273,75.0
1,786132352.0,27.0,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.100000381469727,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.5,75.0
1,786132352.0,26.399999618530273,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,26.399999618530273,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,26.5,75.0
1,786132352.0,26.799999237060547,75.0
1,786132352.0,26.399999618530273,75.0
1,786132352.0,26.799999237060547,75.0
1,786132352.0,27.0,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,26.5,75.0
1,786132352.0,27.0,75.0
1,786132352.0,26.100000381469727,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.399999618530273,75.0
1,786132352.0,26.5,75.0
1,786132352.0,27.299999237060547,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.5,75.0
1,786132352.0,26.700000762939453,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.600000381469727,75.0
1,786132352.0,26.299999237060547,75.0
1,786132352.0,26.399999618530273,75.0
1,786132416.0,26.700000762939453,75.0
1,786132416.0,26.899999618530273,75.0
1,786132416.0,26.899999618530273,75.0
1,786132416.0,26.5,75.0
1,786132416.0,26.299999237060547,75.0
1,786132416.0,26.299999237060547,75.0
1,786132416.0,27.0,75.0
1,786132416.0,26.5,75.0
1,786132416.0,26.600000381469727,75.0
1,786132416.0,26.600000381469727,75.0
1,786132416.0,27.299999237060547,75.0
1,786132416.0,26.299999237060547,75.0
1,786132416.0,26.799999237060547,75.0
1,786132416.0,27.0,75.0
1,786132416.0,26.700000762939453,75.0
1,786132416.0,26.299999237060547,75.0
1,786132416.0,26.600000381469727,75.0
1,786132416.0,26.5,75.0
1,786132416.0,26.799999237060547,75.0
1,786132416.0,26.200000762939453,75.0
1,786132416.0,26.600000381469727,75.0
1,786132416.0,26.299999237060547,75.0
1,786132416.0,27.0,75.0
1,786132416.0,26.700000762939453,75.0
1,786132416.0,26.5,75.0
1,786132416.0,26.399999618530273,75.0
1,786132416.0,26.5,75.0
1,786132416.0,26.600000381469727,75.0
1,786132416.0,26.5,75.0
1,786132416.0,26.600000381469727,75.0
1,786132416.0,26.899999618530273,75.0
1,786132416.0,26.700000762939453,75.0
1,786132416.0,26.5,75.0
1,786132416.0,26.700000762939453,75.0
1,786132416.0,26.299999237060547,75.0
1,786132416.0,26.600000381469727,75.0
1,786132416.0,26.700000762939453,75.0
1,786132416.0,26.799999237060547,75.0
1,786132416.0,26.399999618530273,75.0
1,786132416.0,26.200000762939453,75.0
1,786132416.0,26.600000381469727,75.0
1,786132416.0,26.799999237060547,75.0
1,786132416.0,26.200000762939453,75.0
1,786132416.0,26.899999618530273,75.0
1,786132416.0,26.299999237060547,75.0
1,786132416.0,26.600000381469727,75.0
1,786132416.0,26.700000762939453,75.0
1,786132416.0,26.299999237060547,75.0
1,786132416.0,26.200000762939453,75.0
1,786132416.0,26.600000381469727,75.0
1,786132416.0,26.899999618530273,75.0
1,786132416.0,26.399999618530273,75.0
1,786132416.0,26.299999237060547,75.0
1,786132416.0,26.600000381469727,75.0
1,786132416.0,26.5,75.0
1,786132416.0,26.299999237060547,75.0
1,786132416.0,26.399999618530273,75.0
1,786132416.0,26.299999237060547,75.0
1,786132416.0,26.700000762939453,75.0
1,786132416.0,26.299999237060547,75.0
1,786132416.0,26.600000381469727,75.0
1,786132416.0,26.600000381469727,75.0
1,786132416.0,26.899999618530273,75.0
1,786132416.0,26.700000762939453,75.0
1,786132416.0,26.700000762939453,75.0
